"cc_iso3c","group","sort_order","metric","label","value","incise_average","imputed","description","source"
"NZL","inc",1,"inc_wmn_cgov","Women in central government",0.62,0.56,"Imputed value","Proportion of women in central government	","OECD_2016_WGOV"
"POL","inc",1,"inc_wmn_cgov","Women in central government",0.1,0.56,"","Proportion of women in central government	","OECD_2016_WGOV"
"PRT","inc",1,"inc_wmn_cgov","Women in central government",0.39,0.56,"","Proportion of women in central government	","OECD_2016_WGOV"
"ROU","inc",1,"inc_wmn_cgov","Women in central government",0.5,0.56,"Imputed value","Proportion of women in central government	","OECD_2016_WGOV"
"SVK","inc",1,"inc_wmn_cgov","Women in central government",0.14,0.56,"","Proportion of women in central government	","OECD_2016_WGOV"
"SVN","inc",1,"inc_wmn_cgov","Women in central government",0.19,0.56,"","Proportion of women in central government	","OECD_2016_WGOV"
"SWE","inc",1,"inc_wmn_cgov","Women in central government",0.66,0.56,"","Proportion of women in central government	","OECD_2016_WGOV"
"TUR","inc",1,"inc_wmn_cgov","Women in central government",0.94,0.56,"","Proportion of women in central government	","OECD_2016_WGOV"
"USA","inc",1,"inc_wmn_cgov","Women in central government",0.88,0.56,"","Proportion of women in central government	","OECD_2016_WGOV"
"AUS","inc",2,"inc_wmn_pubsec","Women in public sector",0.73,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"AUT","inc",2,"inc_wmn_pubsec","Women in public sector",0.92,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"BEL","inc",2,"inc_wmn_pubsec","Women in public sector",0.77,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"BGR","inc",2,"inc_wmn_pubsec","Women in public sector",0.77,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"CAN","inc",2,"inc_wmn_pubsec","Women in public sector",0.64,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"CHE","inc",2,"inc_wmn_pubsec","Women in public sector",0.98,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"CHL","inc",2,"inc_wmn_pubsec","Women in public sector",1,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"CZE","inc",2,"inc_wmn_pubsec","Women in public sector",0.07,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"DEU","inc",2,"inc_wmn_pubsec","Women in public sector",0.99,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"DNK","inc",2,"inc_wmn_pubsec","Women in public sector",0.36,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"ESP","inc",2,"inc_wmn_pubsec","Women in public sector",0.78,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"EST","inc",2,"inc_wmn_pubsec","Women in public sector",0.39,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"FIN","inc",2,"inc_wmn_pubsec","Women in public sector",0.43,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"FRA","inc",2,"inc_wmn_pubsec","Women in public sector",0.73,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"GBR","inc",2,"inc_wmn_pubsec","Women in public sector",0.73,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"GRC","inc",2,"inc_wmn_pubsec","Women in public sector",0.97,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"HRV","inc",2,"inc_wmn_pubsec","Women in public sector",0.45,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"HUN","inc",2,"inc_wmn_pubsec","Women in public sector",0.36,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"IRL","inc",2,"inc_wmn_pubsec","Women in public sector",0.72,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"ISL","inc",2,"inc_wmn_pubsec","Women in public sector",0,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"ISR","inc",2,"inc_wmn_pubsec","Women in public sector",0.69,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"ITA","inc",2,"inc_wmn_pubsec","Women in public sector",0.59,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"JPN","inc",2,"inc_wmn_pubsec","Women in public sector",0.37,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"KOR","inc",2,"inc_wmn_pubsec","Women in public sector",0.68,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"LTU","inc",2,"inc_wmn_pubsec","Women in public sector",0.43,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"LVA","inc",2,"inc_wmn_pubsec","Women in public sector",0.66,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"MEX","inc",2,"inc_wmn_pubsec","Women in public sector",0.53,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"NLD","inc",2,"inc_wmn_pubsec","Women in public sector",0.98,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"NOR","inc",2,"inc_wmn_pubsec","Women in public sector",0.59,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"NZL","inc",2,"inc_wmn_pubsec","Women in public sector",0.62,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"POL","inc",2,"inc_wmn_pubsec","Women in public sector",0.57,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"PRT","inc",2,"inc_wmn_pubsec","Women in public sector",0.8,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"ROU","inc",2,"inc_wmn_pubsec","Women in public sector",0.42,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"SVK","inc",2,"inc_wmn_pubsec","Women in public sector",0.57,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"SVN","inc",2,"inc_wmn_pubsec","Women in public sector",0.31,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"SWE","inc",2,"inc_wmn_pubsec","Women in public sector",0.23,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"TUR","inc",2,"inc_wmn_pubsec","Women in public sector",1,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"USA","inc",2,"inc_wmn_pubsec","Women in public sector",0.97,0.63,"","Expert perceptions of the proportion of women in public employment","QOG_2015"
"AUS","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.77,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"AUT","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.56,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"BEL","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.38,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"BGR","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.7,0.64,"Imputed value","Proportion of women in senior management in government	","OECD_2016_WGOV"
"CAN","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.84,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"CHE","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.21,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"CHL","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.72,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"CZE","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.54,0.64,"Imputed value","Proportion of women in senior management in government	","OECD_2016_WGOV"
"DEU","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.52,0.64,"Imputed value","Proportion of women in senior management in government	","OECD_2016_WGOV"
"DNK","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.39,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"ESP","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.58,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"EST","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.53,0.64,"Imputed value","Proportion of women in senior management in government	","OECD_2016_WGOV"
"FIN","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.65,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"FRA","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.61,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"GBR","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.77,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"GRC","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.86,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"HRV","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.46,0.64,"Imputed value","Proportion of women in senior management in government	","OECD_2016_WGOV"
"HUN","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.42,0.64,"Imputed value","Proportion of women in senior management in government	","OECD_2016_WGOV"
"IRL","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.61,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"ISL","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.86,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"ISR","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.9,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"ITA","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.79,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"JPN","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"KOR","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.09,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"LTU","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.66,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"LVA","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.91,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"MEX","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.67,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"NLD","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.55,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"NOR","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.92,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"NZL","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.71,0.64,"Imputed value","Proportion of women in senior management in government	","OECD_2016_WGOV"
"POL","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.87,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"PRT","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.63,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"ROU","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.76,0.64,"Imputed value","Proportion of women in senior management in government	","OECD_2016_WGOV"
"SVK","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.76,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"SVN","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",1,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"SWE","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.93,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"TUR","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.43,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"USA","inc",3,"inc_wmn_snrmgr","Women in senior mgmt",0.7,0.64,"","Proportion of women in senior management in government	","OECD_2016_WGOV"
"AUS","inc",4,"inc_wmn_snrgovt","Women in senior government",0.63,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"AUT","inc",4,"inc_wmn_snrgovt","Women in senior government",0.33,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"BEL","inc",4,"inc_wmn_snrgovt","Women in senior government",0.39,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"BGR","inc",4,"inc_wmn_snrgovt","Women in senior government",0.52,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"CAN","inc",4,"inc_wmn_snrgovt","Women in senior government",0.93,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"CHE","inc",4,"inc_wmn_snrgovt","Women in senior government",0.34,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"CHL","inc",4,"inc_wmn_snrgovt","Women in senior government",0.71,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"CZE","inc",4,"inc_wmn_snrgovt","Women in senior government",0.27,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"DEU","inc",4,"inc_wmn_snrgovt","Women in senior government",0.44,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"DNK","inc",4,"inc_wmn_snrgovt","Women in senior government",0.49,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"ESP","inc",4,"inc_wmn_snrgovt","Women in senior government",0.46,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"EST","inc",4,"inc_wmn_snrgovt","Women in senior government",0.32,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"FIN","inc",4,"inc_wmn_snrgovt","Women in senior government",0.72,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"FRA","inc",4,"inc_wmn_snrgovt","Women in senior government",0.39,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"GBR","inc",4,"inc_wmn_snrgovt","Women in senior government",0.35,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"GRC","inc",4,"inc_wmn_snrgovt","Women in senior government",0.7,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"HRV","inc",4,"inc_wmn_snrgovt","Women in senior government",0.37,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"HUN","inc",4,"inc_wmn_snrgovt","Women in senior government",0.06,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"IRL","inc",4,"inc_wmn_snrgovt","Women in senior government",0.42,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"ISL","inc",4,"inc_wmn_snrgovt","Women in senior government",0.74,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"ISR","inc",4,"inc_wmn_snrgovt","Women in senior government",0.33,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"ITA","inc",4,"inc_wmn_snrgovt","Women in senior government",0.59,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"JPN","inc",4,"inc_wmn_snrgovt","Women in senior government",0,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"KOR","inc",4,"inc_wmn_snrgovt","Women in senior government",0.17,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"LTU","inc",4,"inc_wmn_snrgovt","Women in senior government",0.48,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"LVA","inc",4,"inc_wmn_snrgovt","Women in senior government",0.54,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"MEX","inc",4,"inc_wmn_snrgovt","Women in senior government",0.67,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"NLD","inc",4,"inc_wmn_snrgovt","Women in senior government",0.36,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"NOR","inc",4,"inc_wmn_snrgovt","Women in senior government",0.69,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"NZL","inc",4,"inc_wmn_snrgovt","Women in senior government",0.63,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"POL","inc",4,"inc_wmn_snrgovt","Women in senior government",1,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"PRT","inc",4,"inc_wmn_snrgovt","Women in senior government",0.31,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"ROU","inc",4,"inc_wmn_snrgovt","Women in senior government",0.74,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"SVK","inc",4,"inc_wmn_snrgovt","Women in senior government",0.41,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"SVN","inc",4,"inc_wmn_snrgovt","Women in senior government",0.71,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"SWE","inc",4,"inc_wmn_snrgovt","Women in senior government",0.99,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"TUR","inc",4,"inc_wmn_snrgovt","Women in senior government",0.53,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"USA","inc",4,"inc_wmn_snrgovt","Women in senior government",0.53,0.51,"","Expert perceptions of the proportion of women in senior government positions","QOG_2015"
"AUS","inc",5,"inc_ethrel","Ethic and religious minorities",0.59,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"AUT","inc",5,"inc_ethrel","Ethic and religious minorities",0.49,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"BEL","inc",5,"inc_ethrel","Ethic and religious minorities",0.6,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"BGR","inc",5,"inc_ethrel","Ethic and religious minorities",0.43,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"CAN","inc",5,"inc_ethrel","Ethic and religious minorities",0.79,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"CHE","inc",5,"inc_ethrel","Ethic and religious minorities",0.55,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"CHL","inc",5,"inc_ethrel","Ethic and religious minorities",0.22,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"CZE","inc",5,"inc_ethrel","Ethic and religious minorities",0.38,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"DEU","inc",5,"inc_ethrel","Ethic and religious minorities",0.38,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"DNK","inc",5,"inc_ethrel","Ethic and religious minorities",0.28,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"ESP","inc",5,"inc_ethrel","Ethic and religious minorities",0.23,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"EST","inc",5,"inc_ethrel","Ethic and religious minorities",0.16,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"FIN","inc",5,"inc_ethrel","Ethic and religious minorities",0.81,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"FRA","inc",5,"inc_ethrel","Ethic and religious minorities",0.1,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"GBR","inc",5,"inc_ethrel","Ethic and religious minorities",0.52,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"GRC","inc",5,"inc_ethrel","Ethic and religious minorities",0.51,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"HRV","inc",5,"inc_ethrel","Ethic and religious minorities",0.81,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"HUN","inc",5,"inc_ethrel","Ethic and religious minorities",0.15,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"IRL","inc",5,"inc_ethrel","Ethic and religious minorities",0.51,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"ISL","inc",5,"inc_ethrel","Ethic and religious minorities",0.34,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"ISR","inc",5,"inc_ethrel","Ethic and religious minorities",0.22,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"ITA","inc",5,"inc_ethrel","Ethic and religious minorities",0.31,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"JPN","inc",5,"inc_ethrel","Ethic and religious minorities",0.43,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"KOR","inc",5,"inc_ethrel","Ethic and religious minorities",0.28,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"LTU","inc",5,"inc_ethrel","Ethic and religious minorities",0.68,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"LVA","inc",5,"inc_ethrel","Ethic and religious minorities",0.55,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"MEX","inc",5,"inc_ethrel","Ethic and religious minorities",0,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"NLD","inc",5,"inc_ethrel","Ethic and religious minorities",0.41,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"NOR","inc",5,"inc_ethrel","Ethic and religious minorities",0.24,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"NZL","inc",5,"inc_ethrel","Ethic and religious minorities",0.57,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"POL","inc",5,"inc_ethrel","Ethic and religious minorities",0.97,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"PRT","inc",5,"inc_ethrel","Ethic and religious minorities",0.47,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"ROU","inc",5,"inc_ethrel","Ethic and religious minorities",0.96,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"SVK","inc",5,"inc_ethrel","Ethic and religious minorities",0.34,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"SVN","inc",5,"inc_ethrel","Ethic and religious minorities",1,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"SWE","inc",5,"inc_ethrel","Ethic and religious minorities",0.28,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"TUR","inc",5,"inc_ethrel","Ethic and religious minorities",0.34,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"USA","inc",5,"inc_ethrel","Ethic and religious minorities",0.55,0.46,"","Expert perceptions of whether ethnic and religious minorities are represented in the public workforce","QOG_2015"
"AUS","int",1,"int_offcorrupt","Officials corrupt",1,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"AUT","int",1,"int_offcorrupt","Officials corrupt",0.64,0.54,"Imputed value","Perception of whether officials are corrupt","GCB_2017"
"BEL","int",1,"int_offcorrupt","Officials corrupt",0.62,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"BGR","int",1,"int_offcorrupt","Officials corrupt",0,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"CAN","int",1,"int_offcorrupt","Officials corrupt",0.79,0.54,"Imputed value","Perception of whether officials are corrupt","GCB_2017"
"CHE","int",1,"int_offcorrupt","Officials corrupt",0.9,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"CHL","int",1,"int_offcorrupt","Officials corrupt",0.49,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"CZE","int",1,"int_offcorrupt","Officials corrupt",0.33,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"DEU","int",1,"int_offcorrupt","Officials corrupt",0.81,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"DNK","int",1,"int_offcorrupt","Officials corrupt",0.83,0.54,"Imputed value","Perception of whether officials are corrupt","GCB_2017"
"ESP","int",1,"int_offcorrupt","Officials corrupt",0.97,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"EST","int",1,"int_offcorrupt","Officials corrupt",0.43,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"FIN","int",1,"int_offcorrupt","Officials corrupt",0.76,0.54,"Imputed value","Perception of whether officials are corrupt","GCB_2017"
"FRA","int",1,"int_offcorrupt","Officials corrupt",0.66,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"GBR","int",1,"int_offcorrupt","Officials corrupt",0.76,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"GRC","int",1,"int_offcorrupt","Officials corrupt",0.38,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"HRV","int",1,"int_offcorrupt","Officials corrupt",0.21,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"HUN","int",1,"int_offcorrupt","Officials corrupt",0.21,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"IRL","int",1,"int_offcorrupt","Officials corrupt",0.9,0.54,"Imputed value","Perception of whether officials are corrupt","GCB_2017"
"ISL","int",1,"int_offcorrupt","Officials corrupt",0.64,0.54,"Imputed value","Perception of whether officials are corrupt","GCB_2017"
"ISR","int",1,"int_offcorrupt","Officials corrupt",0.6,0.54,"Imputed value","Perception of whether officials are corrupt","GCB_2017"
"ITA","int",1,"int_offcorrupt","Officials corrupt",0.41,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"JPN","int",1,"int_offcorrupt","Officials corrupt",0.66,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"KOR","int",1,"int_offcorrupt","Officials corrupt",0.02,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"LTU","int",1,"int_offcorrupt","Officials corrupt",0.29,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"LVA","int",1,"int_offcorrupt","Officials corrupt",0.33,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"MEX","int",1,"int_offcorrupt","Officials corrupt",0.18,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"NLD","int",1,"int_offcorrupt","Officials corrupt",0.98,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"NOR","int",1,"int_offcorrupt","Officials corrupt",0.74,0.54,"Imputed value","Perception of whether officials are corrupt","GCB_2017"
"NZL","int",1,"int_offcorrupt","Officials corrupt",0.84,0.54,"Imputed value","Perception of whether officials are corrupt","GCB_2017"
"POL","int",1,"int_offcorrupt","Officials corrupt",0.22,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"PRT","int",1,"int_offcorrupt","Officials corrupt",0.69,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"ROU","int",1,"int_offcorrupt","Officials corrupt",0.02,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"SVK","int",1,"int_offcorrupt","Officials corrupt",0.07,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"SVN","int",1,"int_offcorrupt","Officials corrupt",0.47,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"SWE","int",1,"int_offcorrupt","Officials corrupt",0.97,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"TUR","int",1,"int_offcorrupt","Officials corrupt",0.24,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"USA","int",1,"int_offcorrupt","Officials corrupt",0.67,0.54,"","Perception of whether officials are corrupt","GCB_2017"
"AUS","int",2,"int_busfav","Favour businesses",0.69,0.48,"","Officials favour certain businesses","WEF_2017"
"AUT","int",2,"int_busfav","Favour businesses",0.51,0.48,"","Officials favour certain businesses","WEF_2017"
"BEL","int",2,"int_busfav","Favour businesses",0.58,0.48,"","Officials favour certain businesses","WEF_2017"
"BGR","int",2,"int_busfav","Favour businesses",0.22,0.48,"","Officials favour certain businesses","WEF_2017"
